session_id,faculty_id,batch_id,session_alloc,session_role,session_date,session_taken,session_left,session_status
28386,2052,4033,0.5,Co-Educator,2024-05-15,0.27,0.23,Partial
28387,4234,4351,0.5,Co-Educator,2024-05-15,0.5,0.0,Completed
28388,2347,4471,1.0,Educator,2024-05-15,1.0,0.0,Completed
28389,3713,4010,1.0,Co-Educator,2024-05-15,0.0,1.0,Pending
28390,3551,4204,1.0,Co-Educator,2024-05-15,1.0,0.0,Completed
28391,3296,4226,1.0,Educator,2024-05-15,0.7,0.3,Partial
28392,4978,4477,1.0,Educator,2024-05-15,0.0,1.0,Cancelled
28393,5461,4245,0.25,Co-Educator,2024-05-15,0.0,0.25,Cancelled
28394,1147,4337,1.0,Educator,2024-05-15,1.0,0.0,Completed
28395,2200,4211,1.0,Co-Educator,2024-05-15,0.37,0.63,Partial
28396,3487,4258,0.25,Co-Educator,2024-05-15,0.25,0.0,Completed
28397,5455,4241,0.75,Educator,2024-05-15,0.0,0.75,Cancelled
28398,5133,4493,0.5,Invigilator,2024-05-15,0.0,0.5,Cancelled
28399,3269,4169,1.0,Co-Educator,2024-05-15,1.0,0.0,Completed
28400,4204,4450,0.75,Educator,2024-05-15,0.75,0.0,Completed
28401,3180,4171,0.5,Co-Educator,2024-05-15,0.5,0.0,Completed
28402,5418,4156,0.25,Co-Educator,2024-05-15,0.25,0.0,Completed
28403,3489,4075,0.75,Co-Educator,2024-05-15,0.49,0.26,Partial
28404,2299,4418,0.75,Educator,2024-05-15,0.75,0.0,Completed
28405,4797,4406,0.25,Educator,2024-05-15,0.0,0.25,Cancelled
28406,5779,4364,0.75,Co-Educator,2024-05-15,0.35,0.4,Partial
28407,4020,4393,0.25,Co-Educator,2024-05-15,0.0,0.25,Pending
28408,4191,4210,0.75,Co-Educator,2024-05-15,0.47,0.28,Partial
28409,4505,4441,0.75,Co-Educator,2024-05-15,0.75,0.0,Completed
28410,2414,4168,0.75,Co-Educator,2024-05-15,0.0,0.75,Pending
28411,1253,4400,0.75,Co-Educator,2024-05-15,0.57,0.18,Partial
28412,3781,4411,0.75,Co-Educator,2024-05-15,0.0,0.75,Pending
28413,2899,4304,1.0,Co-Educator,2024-05-15,0.36,0.64,Partial
28414,4590,4057,1.0,Educator,2024-05-15,0.0,1.0,Pending
28415,2103,4073,0.75,Educator,2024-05-15,0.51,0.24,Partial
28416,2390,4363,0.75,Co-Educator,2024-05-15,0.75,0.0,Completed
28417,5875,4145,0.75,Co-Educator,2024-05-15,0.75,0.0,Completed
28418,4091,4271,0.5,Educator,2024-05-15,0.0,0.5,Pending
28419,3270,4128,1.0,Educator,2024-05-15,1.0,0.0,Completed
28420,1180,4472,0.5,Co-Educator,2024-05-15,0.5,0.0,Completed
28421,3674,4473,0.5,Educator,2024-05-15,0.5,0.0,Completed
28422,2581,4239,0.25,Co-Educator,2024-05-15,0.25,0.0,Completed
28423,1034,4455,0.75,Co-Educator,2024-05-15,0.75,0.0,Completed
28424,3359,4422,0.5,Co-Educator,2024-05-15,0.5,0.0,Completed
28425,3720,4265,0.75,Co-Educator,2024-05-15,0.75,0.0,Completed
28426,3468,4496,0.75,Educator,2024-05-15,0.75,0.0,Completed
28427,1810,4203,0.5,Educator,2024-05-15,0.5,0.0,Completed
28428,2378,4234,0.5,Educator,2024-05-15,0.5,0.0,Completed
28429,4716,4035,1.0,Educator,2024-05-15,0.67,0.33,Partial
28430,3776,4118,0.5,Educator,2024-05-15,0.36,0.14,Partial
28431,4746,4126,1.0,Co-Educator,2024-05-15,0.0,1.0,Pending
28432,5729,4314,0.5,Co-Educator,2024-05-16,0.0,0.5,Pending
28433,1918,4061,1.0,Educator,2024-05-16,0.0,1.0,Pending
28434,3745,4449,0.25,Co-Educator,2024-05-16,0.19,0.06,Partial
28435,4435,4174,0.25,Educator,2024-05-16,0.0,0.25,Pending
28436,1969,4235,0.25,Educator,2024-05-16,0.15,0.1,Partial
28437,4277,4300,0.25,Educator,2024-05-16,0.0,0.25,Pending
28438,5791,4221,0.5,Co-Educator,2024-05-16,0.0,0.5,Pending
28439,4756,4059,0.5,Co-Educator,2024-05-16,0.35,0.15,Partial
28440,1281,4478,0.75,Co-Educator,2024-05-16,0.0,0.75,Pending
28441,2318,4194,1.0,Educator,2024-05-16,0.45,0.55,Partial
28442,4585,4041,0.25,Educator,2024-05-16,0.11,0.14,Partial
28443,4064,4339,0.5,Co-Educator,2024-05-16,0.5,0.0,Completed
28444,4276,4419,1.0,Co-Educator,2024-05-16,0.0,1.0,Pending
28445,2080,4011,1.0,Educator,2024-05-16,1.0,0.0,Completed
28446,4354,4275,1.0,Educator,2024-05-16,1.0,0.0,Completed
28447,4498,4143,1.0,Co-Educator,2024-05-16,1.0,0.0,Completed
28448,1509,4026,0.5,Educator,2024-05-16,0.5,0.0,Completed
28449,3228,4195,0.25,Co-Educator,2024-05-16,0.25,0.0,Completed
28450,2985,4254,1.0,Educator,2024-05-16,0.0,1.0,Pending
28451,4281,4444,0.25,Educator,2024-05-16,0.0,0.25,Cancelled
28452,1726,4216,0.5,Educator,2024-05-16,0.0,0.5,Pending
28453,3563,4304,0.5,Co-Educator,2024-05-16,0.5,0.0,Completed
28454,3596,4253,0.75,Co-Educator,2024-05-16,0.75,0.0,Completed
28455,4952,4361,0.5,Educator,2024-05-16,0.29,0.21,Partial
28456,4176,4069,0.75,Educator,2024-05-16,0.27,0.48,Partial
28457,5833,4053,1.0,Co-Educator,2024-05-16,0.74,0.26,Partial
28458,1212,4306,0.5,Educator,2024-05-16,0.0,0.5,Pending
28459,4334,4382,0.25,Co-Educator,2024-05-16,0.0,0.25,Pending
28460,2283,4293,1.0,Educator,2024-05-16,0.41,0.59,Partial
28461,3500,4463,1.0,Educator,2024-05-16,0.0,1.0,Cancelled
28462,4014,4106,1.0,Educator,2024-05-16,1.0,0.0,Completed
28463,4773,4381,1.0,Co-Educator,2024-05-16,1.0,0.0,Completed
28464,1855,4415,0.25,Co-Educator,2024-05-16,0.25,0.0,Completed
28465,1438,4183,0.5,Educator,2024-05-16,0.5,0.0,Completed
28466,2075,4157,0.25,Co-Educator,2024-05-16,0.08,0.17,Partial
28467,1300,4393,0.25,Educator,2024-05-16,0.12,0.13,Partial
28468,5335,4223,0.25,Co-Educator,2024-05-16,0.25,0.0,Completed
28469,5452,4047,1.0,Co-Educator,2024-05-16,1.0,0.0,Completed
28470,3631,4358,0.75,Co-Educator,2024-05-16,0.0,0.75,Pending
28471,2165,4019,0.5,Educator,2024-05-16,0.5,0.0,Completed
28472,5825,4050,0.25,Educator,2024-05-16,0.25,0.0,Completed
28473,4544,4258,0.25,Educator,2024-05-16,0.17,0.08,Partial
28474,5260,4426,0.75,Co-Educator,2024-05-16,0.46,0.29,Partial
28475,1079,4364,0.75,Co-Educator,2024-05-16,0.0,0.75,Cancelled
28476,5085,4150,0.5,Educator,2024-05-16,0.5,0.0,Completed
28477,5822,4133,1.0,Educator,2024-05-16,1.0,0.0,Completed
28478,5975,4018,0.25,Educator,2024-05-16,0.18,0.07,Partial
28479,5460,4100,0.25,Educator,2024-05-16,0.25,0.0,Completed
28480,5455,4464,0.25,Educator,2024-05-16,0.0,0.25,Cancelled
28481,5570,4493,0.5,Educator,2024-05-16,0.5,0.0,Completed
28482,2266,4101,0.25,Educator,2024-05-16,0.11,0.14,Partial
28483,5697,4352,0.5,Co-Educator,2024-05-16,0.5,0.0,Completed
28484,4359,4349,0.5,Educator,2024-05-16,0.36,0.14,Partial
28485,4219,4220,0.5,Educator,2024-05-16,0.0,0.5,Cancelled
28486,2938,4408,0.75,Co-Educator,2024-05-16,0.75,0.0,Completed
28487,4953,4461,1.0,Co-Educator,2024-05-16,1.0,0.0,Completed
28488,3512,4347,1.0,Educator,2024-05-16,0.0,1.0,Pending
28489,4260,4497,1.0,Co-Educator,2024-05-16,1.0,0.0,Completed
28490,1503,4260,1.0,Educator,2024-05-16,1.0,0.0,Completed
28491,2195,4430,0.75,Co-Educator,2024-05-16,0.0,0.75,Pending
28492,3406,4027,1.0,Co-Educator,2024-05-16,0.76,0.24,Partial
28493,2022,4164,1.0,Co-Educator,2024-05-16,0.53,0.47,Partial
28494,5166,4071,0.25,Co-Educator,2024-05-16,0.19,0.06,Partial
28495,5549,4107,0.25,Educator,2024-05-16,0.0,0.25,Pending
28496,2006,4005,1.0,Co-Educator,2024-05-16,0.0,1.0,Cancelled
28497,3866,4278,0.25,Co-Educator,2024-05-16,0.25,0.0,Completed
28498,3338,4344,0.5,Educator,2024-05-16,0.5,0.0,Completed
28499,3780,4496,0.75,Educator,2024-05-16,0.75,0.0,Completed
28500,5132,4204,0.5,Educator,2024-05-16,0.5,0.0,Completed
28501,4655,4481,1.0,Co-Educator,2024-05-16,0.36,0.64,Partial
28502,5396,4029,1.0,Co-Educator,2024-05-16,1.0,0.0,Completed
28503,1541,4024,0.25,Co-Educator,2024-05-16,0.16,0.09,Partial
28504,1720,4074,0.25,Co-Educator,2024-05-16,0.25,0.0,Completed
28505,3270,4114,0.5,Educator,2024-05-20,0.26,0.24,Partial
28506,3584,4357,0.75,Co-Educator,2024-05-20,0.45,0.3,Partial
28507,1553,4475,0.25,Educator,2024-05-20,0.25,0.0,Completed
28508,3374,4221,0.75,Educator,2024-05-20,0.4,0.35,Partial
28509,4006,4128,0.5,Co-Educator,2024-05-20,0.5,0.0,Completed
28510,1829,4370,1.0,Co-Educator,2024-05-20,0.75,0.25,Partial
28511,3815,4378,0.75,Educator,2024-05-20,0.0,0.75,Pending
28512,3980,4348,0.25,Educator,2024-05-20,0.0,0.25,Cancelled
28513,2568,4440,0.75,Co-Educator,2024-05-20,0.42,0.33,Partial
28514,5175,4477,0.75,Educator,2024-05-20,0.75,0.0,Completed
28515,3035,4018,0.5,Educator,2024-05-20,0.2,0.3,Partial
28516,5272,4035,0.5,Co-Educator,2024-05-20,0.37,0.13,Partial
28517,5376,4459,1.0,Invigilator,2024-05-20,1.0,0.0,Completed
28518,2819,4203,0.25,Co-Educator,2024-05-20,0.25,0.0,Completed
28519,2513,4261,1.0,Co-Educator,2024-05-20,0.0,1.0,Cancelled
28520,4875,4310,1.0,Educator,2024-05-20,1.0,0.0,Completed
28521,5980,4040,0.75,Co-Educator,2024-05-20,0.51,0.24,Partial
28522,4300,4071,0.25,Co-Educator,2024-05-20,0.0,0.25,Cancelled
28523,4626,4331,1.0,Co-Educator,2024-05-20,0.63,0.37,Partial
28524,3467,4466,0.75,Educator,2024-05-20,0.43,0.32,Partial
28525,3078,4416,1.0,Co-Educator,2024-05-20,0.42,0.58,Partial
28526,5442,4258,1.0,Invigilator,2024-05-20,1.0,0.0,Completed
28527,2417,4206,0.25,Co-Educator,2024-05-20,0.25,0.0,Completed
28528,1415,4391,0.25,Co-Educator,2024-05-20,0.25,0.0,Completed
28529,2316,4484,0.75,Co-Educator,2024-05-20,0.75,0.0,Completed
28530,3769,4444,1.0,Co-Educator,2024-05-20,1.0,0.0,Completed
28531,4845,4094,0.25,Educator,2024-05-20,0.0,0.25,Cancelled
28532,2787,4140,0.5,Educator,2024-05-20,0.22,0.28,Partial
28533,4628,4223,0.25,Educator,2024-05-20,0.0,0.25,Pending
28534,3850,4407,1.0,Co-Educator,2024-05-20,1.0,0.0,Completed
28535,2697,4314,1.0,Educator,2024-05-20,1.0,0.0,Completed
28536,5778,4333,0.25,Invigilator,2024-05-20,0.25,0.0,Completed
28537,3323,4451,0.5,Co-Educator,2024-05-20,0.5,0.0,Completed
28538,3155,4175,0.5,Co-Educator,2024-05-20,0.36,0.14,Partial
28539,2104,4063,1.0,Educator,2024-05-20,0.0,1.0,Pending
28540,2584,4072,0.5,Co-Educator,2024-05-20,0.0,0.5,Cancelled
28541,4181,4486,0.25,Co-Educator,2024-05-20,0.25,0.0,Completed
28542,5976,4150,1.0,Educator,2024-05-20,0.0,1.0,Cancelled
28543,3396,4069,0.5,Educator,2024-05-20,0.0,0.5,Cancelled
28544,5195,4428,0.25,Educator,2024-05-20,0.25,0.0,Completed
28545,5697,4237,0.5,Co-Educator,2024-05-20,0.5,0.0,Completed
28546,4661,4305,1.0,Co-Educator,2024-05-20,0.64,0.36,Partial
28547,4800,4450,0.5,Co-Educator,2024-05-20,0.5,0.0,Completed
28548,5925,4354,0.5,Educator,2024-05-20,0.5,0.0,Completed
28549,3021,4104,0.5,Educator,2024-05-20,0.5,0.0,Completed
28550,1483,4443,0.75,Educator,2024-05-20,0.38,0.37,Partial
28551,3348,4406,0.25,Educator,2024-05-20,0.25,0.0,Completed
28552,3419,4432,0.75,Co-Educator,2024-05-20,0.75,0.0,Completed
28553,5713,4171,0.75,Educator,2024-05-20,0.75,0.0,Completed
28554,3738,4134,0.75,Co-Educator,2024-05-20,0.0,0.75,Pending
28555,2205,4376,0.5,Educator,2024-05-21,0.5,0.0,Completed
28556,3575,4431,0.5,Educator,2024-05-21,0.0,0.5,Cancelled
28557,2920,4348,1.0,Co-Educator,2024-05-21,0.0,1.0,Cancelled
28558,5629,4086,0.5,Educator,2024-05-21,0.5,0.0,Completed
28559,4187,4182,0.75,Educator,2024-05-21,0.0,0.75,Cancelled
28560,1587,4036,0.5,Educator,2024-05-21,0.5,0.0,Completed
28561,1427,4030,0.5,Co-Educator,2024-05-21,0.19,0.31,Partial
28562,5477,4328,0.5,Co-Educator,2024-05-21,0.0,0.5,Cancelled
28563,1850,4458,0.5,Educator,2024-05-21,0.0,0.5,Cancelled
28564,1444,4346,0.25,Co-Educator,2024-05-21,0.0,0.25,Cancelled
28565,2732,4236,1.0,Co-Educator,2024-05-21,1.0,0.0,Completed
28566,2666,4244,1.0,Educator,2024-05-21,0.0,1.0,Pending
28567,2998,4111,0.5,Educator,2024-05-21,0.5,0.0,Completed
28568,4124,4360,0.5,Educator,2024-05-21,0.5,0.0,Completed
28569,5021,4098,0.75,Co-Educator,2024-05-21,0.75,0.0,Completed
28570,2345,4073,0.25,Co-Educator,2024-05-21,0.0,0.25,Cancelled
28571,1988,4426,0.5,Educator,2024-05-21,0.5,0.0,Completed
28572,5550,4199,0.75,Educator,2024-05-21,0.0,0.75,Pending
28573,3352,4423,0.75,Educator,2024-05-21,0.75,0.0,Completed
28574,2813,4215,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28575,1396,4335,0.75,Co-Educator,2024-05-21,0.0,0.75,Cancelled
28576,5544,4358,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28577,5192,4488,0.25,Educator,2024-05-21,0.14,0.11,Partial
28578,2071,4018,0.25,Co-Educator,2024-05-21,0.0,0.25,Pending
28579,1840,4225,0.75,Co-Educator,2024-05-21,0.0,0.75,Pending
28580,3249,4262,0.5,Educator,2024-05-21,0.5,0.0,Completed
28581,4642,4014,1.0,Educator,2024-05-21,1.0,0.0,Completed
28582,1650,4252,0.5,Educator,2024-05-21,0.5,0.0,Completed
28583,1698,4083,0.75,Educator,2024-05-21,0.59,0.16,Partial
28584,1622,4257,0.25,Educator,2024-05-21,0.16,0.09,Partial
28585,2810,4313,0.75,Co-Educator,2024-05-21,0.59,0.16,Partial
28586,4179,4477,0.25,Co-Educator,2024-05-21,0.0,0.25,Cancelled
28587,5956,4373,0.75,Co-Educator,2024-05-21,0.0,0.75,Pending
28588,1677,4422,0.75,Co-Educator,2024-05-21,0.0,0.75,Cancelled
28589,1010,4084,1.0,Educator,2024-05-21,1.0,0.0,Completed
28590,2395,4377,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28591,1799,4492,1.0,Educator,2024-05-21,1.0,0.0,Completed
28592,4851,4144,1.0,Co-Educator,2024-05-21,0.79,0.21,Partial
28593,2606,4288,0.5,Educator,2024-05-21,0.5,0.0,Completed
28594,4902,4440,1.0,Co-Educator,2024-05-21,1.0,0.0,Completed
28595,1594,4433,1.0,Educator,2024-05-21,1.0,0.0,Completed
28596,1982,4280,0.75,Co-Educator,2024-05-21,0.0,0.75,Cancelled
28597,4258,4147,0.5,Educator,2024-05-21,0.38,0.12,Partial
28598,3159,4141,1.0,Co-Educator,2024-05-21,0.57,0.43,Partial
28599,5240,4223,0.25,Educator,2024-05-21,0.25,0.0,Completed
28600,1021,4476,0.75,Educator,2024-05-21,0.36,0.39,Partial
28601,1505,4116,1.0,Educator,2024-05-21,1.0,0.0,Completed
28602,4447,4260,1.0,Co-Educator,2024-05-21,0.55,0.45,Partial
28603,5625,4409,0.25,Educator,2024-05-21,0.11,0.14,Partial
28604,3188,4414,1.0,Educator,2024-05-21,0.7,0.3,Partial
28605,1234,4157,0.25,Co-Educator,2024-05-21,0.0,0.25,Pending
28606,1633,4159,1.0,Educator,2024-05-21,0.0,1.0,Cancelled
28607,1334,4099,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28608,5306,4179,1.0,Co-Educator,2024-05-21,0.55,0.45,Partial
28609,1644,4351,0.75,Co-Educator,2024-05-21,0.56,0.19,Partial
28610,1275,4295,0.75,Educator,2024-05-21,0.35,0.4,Partial
28611,4958,4246,0.25,Co-Educator,2024-05-21,0.0,0.25,Pending
28612,4683,4398,1.0,Educator,2024-05-21,1.0,0.0,Completed
28613,4968,4151,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28614,2482,4009,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28615,1543,4395,0.5,Educator,2024-05-21,0.3,0.2,Partial
28616,2688,4019,0.75,Educator,2024-05-21,0.75,0.0,Completed
28617,2050,4484,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28618,2577,4424,1.0,Educator,2024-05-21,0.0,1.0,Cancelled
28619,3437,4482,0.5,Co-Educator,2024-05-21,0.5,0.0,Completed
28620,4466,4304,0.25,Educator,2024-05-21,0.25,0.0,Completed
28621,5838,4051,0.5,Co-Educator,2024-05-21,0.5,0.0,Completed
28622,3916,4205,0.75,Educator,2024-05-21,0.27,0.48,Partial
28623,2238,4405,0.25,Educator,2024-05-21,0.25,0.0,Completed
28624,1868,4217,0.75,Educator,2024-05-21,0.0,0.75,Cancelled
28625,2622,4075,0.25,Educator,2024-05-21,0.11,0.14,Partial
28626,4661,4143,0.25,Co-Educator,2024-05-21,0.25,0.0,Completed
28627,1800,4059,1.0,Co-Educator,2024-05-22,0.65,0.35,Partial
28628,3466,4121,1.0,Educator,2024-05-22,0.0,1.0,Pending
28629,5493,4394,1.0,Co-Educator,2024-05-22,0.79,0.21,Partial
28630,4799,4125,0.75,Educator,2024-05-22,0.0,0.75,Pending
28631,4991,4253,0.25,Co-Educator,2024-05-22,0.25,0.0,Completed
28632,3638,4484,1.0,Educator,2024-05-22,0.0,1.0,Pending
28633,2988,4042,0.75,Educator,2024-05-22,0.75,0.0,Completed
28634,2515,4046,0.25,Co-Educator,2024-05-22,0.0,0.25,Cancelled
28635,1612,4342,0.75,Co-Educator,2024-05-22,0.75,0.0,Completed
28636,3923,4343,0.75,Co-Educator,2024-05-22,0.26,0.49,Partial
28637,2021,4431,0.75,Co-Educator,2024-05-22,0.75,0.0,Completed
28638,5054,4269,0.5,Educator,2024-05-22,0.5,0.0,Completed
28639,4600,4255,0.25,Co-Educator,2024-05-22,0.0,0.25,Pending
28640,2474,4289,0.25,Educator,2024-05-22,0.18,0.07,Partial
28641,2700,4450,0.5,Educator,2024-05-22,0.0,0.5,Cancelled
28642,5594,4480,0.5,Educator,2024-05-22,0.5,0.0,Completed
28643,2071,4242,1.0,Co-Educator,2024-05-22,1.0,0.0,Completed
28644,2713,4334,0.25,Co-Educator,2024-05-22,0.16,0.09,Partial
28645,1174,4041,0.75,Co-Educator,2024-05-22,0.75,0.0,Completed
28646,5136,4315,0.25,Educator,2024-05-22,0.18,0.07,Partial
28647,3597,4453,0.5,Co-Educator,2024-05-22,0.23,0.27,Partial
28648,2082,4421,0.5,Educator,2024-05-22,0.0,0.5,Pending
28649,3243,4172,0.75,Educator,2024-05-22,0.37,0.38,Partial
28650,2445,4456,0.5,Educator,2024-05-22,0.5,0.0,Completed
28651,3010,4420,0.75,Educator,2024-05-22,0.75,0.0,Completed
28652,4860,4303,0.75,Co-Educator,2024-05-22,0.0,0.75,Pending
28653,5890,4062,0.25,Co-Educator,2024-05-22,0.25,0.0,Completed
28654,1996,4486,0.5,Educator,2024-05-22,0.5,0.0,Completed
28655,1178,4437,0.25,Co-Educator,2024-05-22,0.0,0.25,Pending
28656,3380,4088,0.5,Co-Educator,2024-05-22,0.0,0.5,Cancelled
28657,3654,4187,0.5,Co-Educator,2024-05-22,0.5,0.0,Completed
28658,3621,4375,0.25,Co-Educator,2024-05-22,0.14,0.11,Partial
28659,4878,4077,0.5,Co-Educator,2024-05-22,0.0,0.5,Cancelled
28660,4950,4008,1.0,Educator,2024-05-22,1.0,0.0,Completed
28661,3470,4160,0.75,Co-Educator,2024-05-22,0.0,0.75,Cancelled
28662,2375,4291,0.25,Educator,2024-05-22,0.13,0.12,Partial
28663,4849,4132,0.25,Co-Educator,2024-05-22,0.08,0.17,Partial
28664,3903,4215,0.5,Invigilator,2024-05-22,0.5,0.0,Completed
28665,3246,4015,0.5,Educator,2024-05-22,0.37,0.13,Partial
28666,1918,4040,1.0,Educator,2024-05-22,1.0,0.0,Completed
28667,4794,4418,0.5,Educator,2024-05-22,0.0,0.5,Cancelled
28668,4308,4150,1.0,Educator,2024-05-22,1.0,0.0,Completed
28669,1868,4251,1.0,Educator,2024-05-22,0.0,1.0,Pending
28670,3461,4479,1.0,Invigilator,2024-05-22,0.46,0.54,Partial
28671,3133,4238,0.5,Co-Educator,2024-05-22,0.3,0.2,Partial
28672,3679,4085,1.0,Co-Educator,2024-05-22,0.0,1.0,Cancelled
28673,3879,4217,1.0,Educator,2024-05-22,0.0,1.0,Pending
28674,4356,4250,0.25,Educator,2024-05-22,0.25,0.0,Completed
28675,5968,4099,0.25,Co-Educator,2024-05-22,0.25,0.0,Completed
28676,2934,4413,0.5,Educator,2024-05-22,0.5,0.0,Completed
28677,1726,4357,0.75,Educator,2024-05-22,0.39,0.36,Partial
28678,5655,4002,0.25,Educator,2024-05-22,0.25,0.0,Completed
28679,2604,4131,0.25,Educator,2024-05-22,0.1,0.15,Partial
28680,3665,4158,0.25,Co-Educator,2024-05-22,0.25,0.0,Completed
28681,3831,4287,0.75,Invigilator,2024-05-22,0.75,0.0,Completed
28682,4888,4019,0.5,Educator,2024-05-22,0.5,0.0,Completed
28683,4482,4295,0.5,Educator,2024-05-23,0.24,0.26,Partial
28684,1681,4355,0.75,Co-Educator,2024-05-23,0.75,0.0,Completed
28685,4412,4026,1.0,Co-Educator,2024-05-23,0.48,0.52,Partial
28686,4737,4437,0.5,Co-Educator,2024-05-23,0.23,0.27,Partial
28687,2132,4337,0.5,Co-Educator,2024-05-23,0.28,0.22,Partial
28688,3479,4356,0.25,Co-Educator,2024-05-23,0.14,0.11,Partial
28689,1489,4497,1.0,Co-Educator,2024-05-23,0.0,1.0,Cancelled
28690,1078,4045,0.25,Educator,2024-05-23,0.12,0.13,Partial
28691,4035,4095,0.75,Educator,2024-05-23,0.0,0.75,Cancelled
28692,2918,4157,0.5,Co-Educator,2024-05-23,0.19,0.31,Partial
28693,4383,4267,1.0,Educator,2024-05-23,1.0,0.0,Completed
28694,1488,4223,0.5,Invigilator,2024-05-23,0.5,0.0,Completed
28695,4879,4469,0.5,Co-Educator,2024-05-23,0.5,0.0,Completed
28696,2235,4360,0.5,Educator,2024-05-23,0.0,0.5,Cancelled
28697,2556,4103,0.75,Educator,2024-05-23,0.75,0.0,Completed
28698,1232,4334,0.5,Educator,2024-05-23,0.5,0.0,Completed
28699,3794,4159,1.0,Co-Educator,2024-05-23,1.0,0.0,Completed
28700,2257,4371,0.5,Co-Educator,2024-05-23,0.17,0.33,Partial
28701,2434,4084,1.0,Educator,2024-05-23,0.48,0.52,Partial
28702,1038,4381,0.25,Co-Educator,2024-05-23,0.0,0.25,Pending
28703,3462,4287,0.25,Educator,2024-05-23,0.25,0.0,Completed
28704,1351,4475,0.5,Educator,2024-05-23,0.5,0.0,Completed
28705,1730,4483,1.0,Educator,2024-05-23,1.0,0.0,Completed
28706,5511,4491,1.0,Co-Educator,2024-05-23,0.65,0.35,Partial
28707,4760,4375,0.25,Educator,2024-05-23,0.0,0.25,Pending
28708,1927,4327,1.0,Co-Educator,2024-05-23,0.61,0.39,Partial
28709,2962,4040,0.75,Co-Educator,2024-05-23,0.0,0.75,Pending
28710,3330,4041,0.5,Co-Educator,2024-05-23,0.36,0.14,Partial
28711,1340,4364,1.0,Educator,2024-05-23,0.39,0.61,Partial
28712,2374,4451,0.5,Educator,2024-05-23,0.0,0.5,Cancelled
28713,4657,4024,0.75,Educator,2024-05-23,0.75,0.0,Completed
28714,4184,4213,0.5,Co-Educator,2024-05-23,0.27,0.23,Partial
28715,3538,4290,0.5,Educator,2024-05-23,0.5,0.0,Completed
28716,2446,4253,0.5,Co-Educator,2024-05-23,0.3,0.2,Partial
28717,3209,4038,0.5,Co-Educator,2024-05-23,0.5,0.0,Completed
28718,2019,4197,0.25,Co-Educator,2024-05-23,0.14,0.11,Partial
28719,3488,4020,0.5,Educator,2024-05-23,0.17,0.33,Partial
28720,1064,4088,1.0,Educator,2024-05-23,0.0,1.0,Pending
28721,1828,4409,1.0,Co-Educator,2024-05-23,0.7,0.3,Partial
28722,4986,4419,0.25,Co-Educator,2024-05-23,0.0,0.25,Cancelled
28723,3982,4328,0.5,Co-Educator,2024-05-23,0.5,0.0,Completed
28724,2226,4285,0.25,Co-Educator,2024-05-23,0.25,0.0,Completed
28725,5774,4193,0.5,Co-Educator,2024-05-23,0.32,0.18,Partial
28726,2126,4394,0.25,Educator,2024-05-23,0.19,0.06,Partial
28727,3102,4091,0.5,Invigilator,2024-05-23,0.5,0.0,Completed
28728,1218,4060,0.75,Co-Educator,2024-05-23,0.0,0.75,Pending
28729,4498,4260,0.75,Co-Educator,2024-05-23,0.25,0.5,Partial
28730,2043,4059,1.0,Educator,2024-05-23,0.0,1.0,Cancelled
28731,5663,4078,0.75,Educator,2024-05-23,0.25,0.5,Partial
28732,4379,4263,0.25,Educator,2024-05-23,0.0,0.25,Pending
28733,5548,4089,1.0,Co-Educator,2024-05-23,0.44,0.56,Partial
28734,1027,4448,0.5,Educator,2024-05-23,0.5,0.0,Completed
28735,3799,4046,0.25,Educator,2024-05-23,0.0,0.25,Cancelled
28736,4373,4066,1.0,Co-Educator,2024-05-23,1.0,0.0,Completed
28737,1259,4271,1.0,Co-Educator,2024-05-23,0.6,0.4,Partial
28738,2602,4450,0.25,Educator,2024-05-23,0.25,0.0,Completed
28739,4675,4232,0.25,Invigilator,2024-05-23,0.2,0.05,Partial
28740,3715,4259,0.5,Co-Educator,2024-05-23,0.0,0.5,Cancelled
28741,5041,4170,0.75,Co-Educator,2024-05-23,0.0,0.75,Cancelled
28742,4845,4093,0.25,Educator,2024-05-23,0.25,0.0,Completed
28743,3819,4204,0.25,Co-Educator,2024-05-23,0.0,0.25,Pending
28744,2720,4208,0.75,Co-Educator,2024-05-23,0.75,0.0,Completed
28745,1267,4373,0.75,Co-Educator,2024-05-23,0.0,0.75,Cancelled
28746,3387,4138,0.5,Educator,2024-05-23,0.5,0.0,Completed
28747,2109,4456,1.0,Co-Educator,2024-05-23,0.0,1.0,Pending
28748,4981,4397,1.0,Co-Educator,2024-05-23,1.0,0.0,Completed
28749,4773,4025,0.75,Co-Educator,2024-05-23,0.75,0.0,Completed
28750,1519,4048,1.0,Educator,2024-05-24,0.37,0.63,Partial
28751,1477,4008,0.5,Educator,2024-05-24,0.0,0.5,Pending
28752,5247,4379,0.75,Educator,2024-05-24,0.75,0.0,Completed
28753,1811,4157,0.25,Educator,2024-05-24,0.25,0.0,Completed
28754,2495,4032,0.5,Co-Educator,2024-05-24,0.0,0.5,Pending
