coord_id,faculty_id,batch_id,session_date,session_allocated,role
13475,4403,4144,2026-04-17,0.75,Co-Educator
13476,2182,4205,2025-05-17,0.75,Invigilator
13477,4867,4235,2025-09-09,0.75,Invigilator
13478,3164,4178,2025-09-13,1.0,Invigilator
13479,3043,4090,2025-07-26,0.5,Co-Educator
13480,5808,4312,2026-03-13,1.0,Invigilator
13481,1407,4328,2026-03-31,0.25,Co-Educator
13482,1442,4087,2025-05-17,0.75,Invigilator
13483,4877,4213,2026-02-22,0.75,Educator
13484,4729,4285,2025-09-16,0.25,Co-Educator
13485,4131,4273,2025-06-05,1.0,Co-Educator
13486,1314,4245,2026-02-05,0.75,Co-Educator
13487,1288,4334,2025-05-26,0.0,Invigilator
13488,3640,4315,2025-07-06,1.0,Educator
13489,1692,4337,2025-09-19,0.75,Educator
13490,3608,4240,2025-11-15,1.0,Educator
13491,5448,4028,2025-08-16,0.25,Educator
13492,2109,4251,2026-02-10,1.0,Educator
13493,5078,4283,2025-12-28,0.75,Co-Educator
13494,5051,4146,2026-04-15,0.5,Educator
13495,5890,4202,2025-11-04,0.5,Co-Educator
13496,1196,4145,2025-12-18,0.75,Invigilator
13497,2523,4270,2026-05-06,0.5,Invigilator
13498,4076,4285,2025-08-07,1.0,Invigilator
13499,3382,4104,2026-03-11,0.0,Invigilator
13500,4597,4485,2025-10-23,0.5,Co-Educator
13501,4410,4489,2026-04-26,0.0,Educator
13502,2055,4029,2025-10-11,0.25,Co-Educator
13503,3791,4478,2025-05-30,0.5,Educator
13504,1754,4100,2026-03-03,0.5,Educator
13505,4841,4457,2025-06-04,1.0,Invigilator
13506,5324,4200,2025-05-15,0.25,Educator
13507,3706,4451,2025-12-17,1.0,Educator
13508,5419,4276,2025-05-31,0.75,Educator
13509,5219,4147,2025-05-15,0.25,Co-Educator
13510,5612,4487,2025-06-06,0.5,Educator
13511,4699,4080,2025-10-12,0.25,Invigilator
13512,4330,4464,2025-07-13,0.25,Educator
13513,5555,4478,2025-08-23,0.75,Educator
13514,5227,4127,2025-10-01,0.25,Invigilator
13515,4877,4068,2025-12-12,0.25,Invigilator
13516,1961,4342,2026-01-11,0.5,Invigilator
13517,2179,4104,2025-08-05,0.5,Invigilator
13518,5536,4052,2026-03-27,0.75,Educator
13519,2156,4044,2025-12-26,0.5,Co-Educator
13520,3412,4453,2025-07-13,0.5,Invigilator
13521,1562,4229,2026-04-10,0.75,Co-Educator
13522,3554,4166,2026-01-04,1.0,Invigilator
13523,2623,4431,2026-05-05,0.75,Educator
13524,3795,4062,2025-07-17,0.5,Educator
13525,5566,4157,2026-02-10,0.5,Co-Educator
13526,1846,4278,2025-05-24,0.0,Educator
13527,5443,4417,2025-06-16,0.75,Co-Educator
13528,1401,4410,2026-02-28,0.75,Co-Educator
13529,2869,4224,2025-07-15,0.5,Co-Educator
13530,5294,4322,2025-10-13,0.5,Invigilator
13531,4430,4467,2026-04-08,0.5,Invigilator
13532,3094,4478,2026-02-02,0.25,Co-Educator
13533,5677,4437,2025-06-06,1.0,Co-Educator
13534,4868,4481,2025-12-12,1.0,Invigilator
13535,1338,4267,2026-02-07,1.0,Co-Educator
13536,1864,4342,2025-08-15,0.25,Educator
13537,5291,4049,2026-03-15,0.5,Educator
13538,2355,4033,2025-09-18,0.5,Educator
13539,2867,4034,2026-04-10,0.75,Co-Educator
13540,3139,4388,2025-12-01,1.0,Educator
13541,1720,4407,2025-12-06,0.75,Educator
13542,5942,4106,2025-08-23,0.25,Educator
13543,5998,4134,2026-03-16,0.0,Co-Educator
13544,5407,4243,2025-08-08,0.75,Co-Educator
13545,2739,4055,2026-02-08,0.5,Invigilator
13546,3580,4416,2025-11-02,0.25,Invigilator
13547,5102,4348,2026-03-01,0.75,Co-Educator
13548,2258,4305,2025-05-17,0.5,Co-Educator
13549,4736,4424,2025-07-22,0.5,Co-Educator
13550,1284,4411,2026-04-20,1.0,Co-Educator
13551,4289,4428,2026-02-20,1.0,Educator
13552,4865,4241,2025-10-21,0.5,Co-Educator
13553,5029,4166,2025-08-17,0.75,Invigilator
13554,1661,4239,2025-07-28,0.25,Invigilator
13555,5588,4119,2025-07-11,0.25,Invigilator
13556,4555,4055,2026-03-24,0.5,Co-Educator
13557,5324,4031,2025-06-06,0.25,Educator
13558,4066,4288,2026-03-11,1.0,Co-Educator
13559,3645,4056,2026-01-27,0.75,Invigilator
13560,3557,4160,2025-07-10,1.0,Educator
13561,3523,4274,2025-10-08,0.25,Co-Educator
13562,1675,4097,2026-01-08,0.75,Co-Educator
13563,4746,4189,2025-09-14,0.25,Educator
13564,1246,4017,2025-08-19,0.5,Invigilator
13565,3081,4161,2026-02-08,0.0,Co-Educator
13566,3866,4143,2025-08-05,0.5,Co-Educator
13567,4557,4413,2025-12-15,0.75,Co-Educator
13568,2800,4087,2026-03-17,0.25,Co-Educator
13569,4537,4049,2026-03-01,1.0,Educator
13570,2944,4496,2025-12-15,0.25,Invigilator
13571,2911,4368,2025-06-02,0.25,Educator
13572,4992,4138,2025-09-04,0.75,Invigilator
13573,3832,4177,2025-11-15,0.5,Invigilator
13574,3210,4018,2026-03-27,0.75,Invigilator
13575,1744,4365,2025-10-04,0.25,Co-Educator
13576,5874,4158,2025-10-01,0.75,Invigilator
13577,4132,4092,2025-12-04,0.5,Invigilator
13578,1194,4097,2025-07-25,0.25,Invigilator
13579,3193,4460,2025-12-07,0.25,Educator
13580,4270,4035,2026-03-12,0.25,Invigilator
13581,1530,4294,2025-12-24,1.0,Educator
13582,1743,4471,2025-12-01,0.5,Educator
13583,4321,4219,2026-02-28,0.5,Co-Educator
13584,2645,4111,2025-07-08,0.25,Invigilator
13585,1084,4259,2025-09-26,0.5,Educator
13586,1027,4224,2025-09-20,0.25,Educator
13587,5756,4004,2025-07-07,0.75,Invigilator
13588,2858,4366,2025-08-31,0.25,Invigilator
13589,3468,4439,2026-02-08,0.5,Educator
13590,3731,4367,2026-01-20,0.5,Co-Educator
13591,1518,4389,2025-11-03,0.25,Invigilator
13592,2352,4203,2025-09-06,0.5,Invigilator
13593,4734,4219,2026-05-05,0.75,Invigilator
13594,3603,4100,2025-07-20,0.5,Invigilator
13595,4258,4350,2025-12-20,0.25,Invigilator
13596,3241,4132,2025-11-17,0.75,Educator
13597,3953,4315,2026-04-24,1.0,Invigilator
13598,3594,4134,2026-04-12,0.75,Educator
13599,5028,4449,2025-07-11,0.25,Co-Educator
13600,3123,4386,2026-03-17,1.0,Invigilator
13601,4799,4183,2026-01-22,1.0,Co-Educator
13602,1106,4256,2025-10-15,1.0,Invigilator
13603,3155,4259,2026-03-03,0.5,Educator
13604,5894,4231,2026-02-13,1.0,Co-Educator
13605,3384,4358,2025-11-08,0.75,Educator
13606,5509,4221,2026-03-08,0.25,Educator
13607,2602,4337,2025-10-20,0.5,Invigilator
13608,5692,4255,2025-08-13,0.25,Co-Educator
13609,4196,4293,2026-03-14,0.5,Educator
13610,5474,4488,2025-12-15,0.75,Invigilator
13611,2205,4186,2025-11-05,0.5,Invigilator
13612,2122,4483,2025-08-03,0.25,Educator
13613,4680,4224,2026-04-14,1.0,Educator
13614,1795,4430,2025-08-31,1.0,Invigilator
13615,1902,4161,2025-11-14,0.25,Educator
13616,1672,4233,2025-06-18,0.25,Co-Educator
13617,3760,4105,2026-03-16,0.25,Co-Educator
13618,2864,4374,2026-04-27,0.5,Invigilator
13619,1150,4002,2025-09-18,0.25,Invigilator
13620,2170,4500,2025-05-20,0.75,Educator
13621,4763,4302,2026-04-22,0.5,Invigilator
13622,2068,4391,2025-09-23,0.5,Invigilator
13623,5046,4301,2025-09-21,0.5,Invigilator
13624,3479,4438,2025-07-17,0.25,Invigilator
13625,1233,4155,2025-10-28,0.0,Invigilator
13626,3769,4254,2025-07-04,1.0,Educator
13627,5089,4436,2026-05-01,1.0,Invigilator
13628,1080,4456,2025-07-21,0.75,Invigilator
13629,5296,4454,2026-01-12,0.25,Invigilator
13630,2683,4024,2025-05-21,1.0,Co-Educator
13631,1617,4018,2026-04-22,0.75,Invigilator
13632,5716,4397,2025-10-15,0.25,Invigilator
13633,2569,4170,2025-10-31,0.25,Invigilator
13634,3439,4192,2025-12-19,0.75,Educator
13635,1369,4450,2026-01-05,0.25,Educator
13636,2886,4297,2025-05-29,1.0,Co-Educator
13637,5806,4121,2026-01-03,0.75,Invigilator
13638,5396,4319,2025-09-09,0.5,Educator
13639,4063,4241,2025-05-08,0.5,Educator
13640,3591,4251,2025-10-04,1.0,Co-Educator
13641,3146,4101,2025-05-28,1.0,Educator
13642,2130,4034,2025-09-10,0.25,Educator
13643,4137,4282,2026-02-27,0.5,Educator
13644,4386,4406,2026-03-16,1.0,Invigilator
13645,1633,4122,2025-12-31,0.5,Co-Educator
13646,3251,4066,2026-02-13,0.25,Co-Educator
13647,1678,4455,2026-04-26,0.5,Invigilator
13648,3999,4388,2025-06-26,0.75,Educator
13649,1208,4176,2025-07-06,0.25,Co-Educator
13650,2356,4184,2026-02-10,0.25,Co-Educator
13651,2121,4238,2025-11-19,0.5,Invigilator
13652,4133,4400,2026-02-04,0.0,Co-Educator
13653,1632,4176,2025-08-28,0.5,Co-Educator
13654,4896,4055,2025-05-13,0.75,Co-Educator
13655,3074,4289,2025-09-05,0.75,Co-Educator
13656,1270,4483,2026-02-20,0.75,Invigilator
13657,3089,4453,2025-06-08,1.0,Educator
13658,3642,4230,2026-01-15,0.5,Educator
13659,4812,4142,2025-08-13,1.0,Educator
13660,1361,4044,2025-09-15,0.25,Co-Educator
13661,3452,4083,2026-03-05,0.5,Educator
13662,1966,4394,2025-07-26,0.25,Invigilator
13663,5916,4479,2025-12-27,1.0,Co-Educator
13664,4916,4457,2025-10-14,0.5,Co-Educator
13665,1819,4129,2026-02-04,0.75,Invigilator
13666,1577,4246,2026-02-23,1.0,Co-Educator
13667,2880,4495,2025-08-22,0.75,Educator
13668,3759,4065,2026-04-11,0.5,Invigilator
13669,2695,4229,2025-05-11,0.5,Educator
13670,4529,4482,2026-03-09,1.0,Educator
13671,4617,4242,2026-04-12,0.25,Invigilator
13672,1436,4418,2025-08-04,0.25,Educator
13673,4055,4429,2025-08-29,1.0,Educator
13674,3336,4036,2025-07-30,0.5,Educator
13675,5333,4373,2025-06-23,0.75,Co-Educator
13676,4092,4033,2025-09-19,0.5,Educator
13677,2281,4253,2025-11-28,0.75,Educator
13678,2984,4478,2025-11-24,0.5,Co-Educator
13679,1201,4444,2025-11-11,1.0,Co-Educator
13680,5448,4386,2025-10-10,0.25,Co-Educator
13681,1366,4436,2025-06-12,0.75,Educator
13682,5542,4378,2025-10-18,0.5,Invigilator
13683,3889,4377,2025-08-06,0.5,Invigilator
13684,1674,4184,2025-10-13,0.5,Invigilator
13685,1311,4499,2025-08-21,0.75,Co-Educator
13686,3076,4152,2025-10-13,1.0,Educator
13687,5636,4399,2025-06-18,0.75,Invigilator
13688,5331,4324,2026-03-31,0.75,Invigilator
13689,5118,4440,2025-10-23,0.5,Co-Educator
13690,5774,4117,2025-12-31,0.25,Educator
13691,2116,4378,2025-10-02,0.5,Invigilator
13692,3689,4020,2025-07-05,0.25,Invigilator
13693,2861,4229,2026-02-18,0.75,Invigilator
13694,4009,4493,2025-06-06,0.75,Invigilator
13695,1981,4476,2026-01-26,0.75,Invigilator
13696,4606,4215,2025-09-20,0.75,Invigilator
13697,1014,4124,2025-09-01,0.75,Co-Educator
13698,4269,4150,2025-08-18,0.75,Co-Educator
13699,1137,4426,2026-01-16,0.0,Co-Educator
13700,5143,4122,2025-06-23,0.25,Educator
13701,3743,4441,2025-05-19,0.25,Co-Educator
13702,5552,4420,2025-05-16,0.25,Educator
13703,5090,4320,2026-04-09,0.75,Co-Educator
13704,2268,4251,2026-01-27,1.0,Co-Educator
13705,3884,4041,2026-02-16,0.25,Invigilator
13706,2216,4433,2025-09-21,0.5,Educator
13707,5975,4251,2025-11-21,0.25,Educator
13708,4231,4230,2025-11-06,1.0,Invigilator
13709,4760,4285,2026-01-04,0.25,Co-Educator
13710,1235,4124,2025-10-18,0.25,Invigilator
13711,2709,4299,2025-07-09,1.0,Invigilator
13712,4608,4391,2026-03-03,0.5,Co-Educator
13713,1271,4305,2025-07-09,0.5,Invigilator
13714,5101,4050,2025-12-24,0.25,Invigilator
13715,2341,4098,2025-05-09,0.75,Co-Educator
13716,3849,4035,2026-02-24,0.0,Invigilator
13717,5524,4365,2026-01-13,1.0,Invigilator
13718,2573,4047,2025-07-31,0.0,Co-Educator
13719,3535,4101,2026-04-16,0.75,Educator
13720,4544,4436,2025-09-30,0.25,Educator
13721,2492,4481,2025-08-09,0.75,Invigilator
13722,1902,4015,2025-05-09,0.75,Co-Educator
13723,3125,4377,2025-07-16,1.0,Co-Educator
13724,3704,4041,2026-01-16,1.0,Educator
13725,1035,4282,2025-08-15,0.25,Educator
13726,5885,4318,2025-07-10,0.25,Invigilator
13727,2303,4099,2025-11-02,1.0,Co-Educator
13728,1182,4442,2025-07-04,0.0,Educator
13729,1742,4329,2025-07-06,0.25,Co-Educator
13730,4038,4278,2025-05-18,0.25,Educator
13731,4483,4254,2025-12-22,0.25,Educator
13732,3207,4200,2025-05-14,0.75,Invigilator
13733,4781,4221,2025-09-22,0.5,Co-Educator
13734,1986,4333,2026-02-08,0.5,Invigilator
13735,2422,4260,2025-05-23,0.75,Invigilator
13736,3834,4398,2026-01-27,0.25,Educator
13737,4115,4488,2026-03-21,1.0,Invigilator
13738,3631,4425,2025-05-22,1.0,Educator
13739,4297,4168,2025-08-07,0.75,Educator
13740,1531,4340,2026-01-11,0.5,Educator
13741,4984,4251,2025-07-26,1.0,Educator
13742,4846,4059,2025-11-20,0.5,Educator
13743,5645,4153,2025-07-13,1.0,Educator
13744,5409,4285,2026-04-08,0.75,Educator
13745,3121,4115,2026-01-17,0.5,Invigilator
13746,1731,4076,2026-04-29,0.25,Invigilator
13747,5131,4448,2025-07-03,0.75,Co-Educator
13748,1702,4325,2025-06-02,0.25,Educator
13749,4037,4238,2025-07-17,0.5,Invigilator
13750,3278,4053,2025-11-29,1.0,Educator
13751,4526,4418,2025-10-21,0.0,Co-Educator
13752,4035,4468,2025-06-30,0.75,Co-Educator
13753,3473,4307,2025-10-13,0.75,Educator
13754,4986,4013,2026-03-11,0.75,Co-Educator
13755,5493,4258,2025-10-17,0.5,Co-Educator
13756,2525,4195,2025-06-06,0.0,Co-Educator
13757,2779,4035,2025-10-19,1.0,Educator
13758,2790,4121,2026-03-13,0.0,Educator
13759,2100,4087,2025-08-03,0.5,Co-Educator
13760,3095,4007,2025-12-27,1.0,Educator
13761,4912,4185,2025-09-14,0.75,Co-Educator
13762,5788,4015,2025-11-25,0.25,Educator
13763,4810,4061,2025-11-08,0.25,Co-Educator
13764,4247,4335,2026-04-12,0.25,Co-Educator
13765,2045,4470,2025-07-26,0.75,Educator
13766,3282,4059,2026-01-08,0.5,Invigilator
13767,1305,4148,2025-10-11,0.75,Educator
13768,5511,4499,2025-11-03,0.75,Co-Educator
13769,1947,4500,2025-06-15,1.0,Invigilator
13770,3126,4351,2025-12-25,0.5,Educator
13771,5582,4324,2026-01-05,0.5,Invigilator
13772,2034,4001,2026-03-16,0.5,Educator
13773,4312,4337,2026-03-20,0.5,Educator
13774,3370,4107,2025-05-25,0.25,Invigilator
13775,1986,4326,2025-06-17,0.75,Co-Educator
13776,5836,4231,2025-06-25,0.25,Invigilator
13777,2564,4048,2025-06-13,0.5,Educator
13778,5666,4360,2026-04-10,1.0,Co-Educator
13779,3354,4456,2025-07-25,0.25,Invigilator
13780,4132,4481,2025-11-05,1.0,Co-Educator
13781,5977,4285,2025-06-10,0.75,Invigilator
13782,1889,4396,2025-12-20,1.0,Co-Educator
13783,2113,4493,2025-12-16,0.5,Co-Educator
13784,3505,4184,2026-01-26,1.0,Educator
13785,1307,4424,2026-03-02,0.25,Invigilator
13786,4993,4037,2026-04-15,0.0,Invigilator
13787,3390,4007,2025-05-22,0.0,Educator
13788,5270,4205,2026-04-18,1.0,Invigilator
13789,5390,4056,2025-10-16,0.75,Educator
13790,3143,4401,2026-05-03,0.25,Educator
13791,5109,4190,2025-11-16,0.75,Co-Educator
13792,3773,4001,2025-12-21,1.0,Educator
13793,3867,4436,2025-10-24,1.0,Co-Educator
13794,5804,4128,2025-08-09,0.75,Invigilator
13795,5424,4136,2026-04-28,0.75,Invigilator
13796,1612,4258,2025-11-13,1.0,Educator
13797,3435,4100,2026-03-25,0.25,Co-Educator
13798,4979,4087,2025-10-26,0.75,Invigilator
13799,4167,4054,2025-08-04,0.25,Co-Educator
13800,5992,4212,2025-09-27,0.75,Invigilator
13801,2093,4027,2025-05-22,0.75,Co-Educator
13802,1400,4010,2025-06-24,1.0,Invigilator
13803,2177,4138,2025-09-11,0.5,Educator
13804,2583,4486,2026-02-20,1.0,Educator
13805,3433,4234,2026-03-08,0.25,Co-Educator
13806,3216,4154,2025-07-21,0.5,Co-Educator
13807,3595,4016,2025-05-29,1.0,Co-Educator
13808,5241,4365,2026-01-24,1.0,Invigilator
13809,4800,4395,2025-06-08,0.25,Co-Educator
13810,3782,4029,2025-08-02,0.5,Invigilator
13811,5461,4076,2025-10-17,1.0,Co-Educator
13812,2067,4094,2025-06-12,1.0,Educator
13813,2785,4449,2025-09-01,0.5,Educator
13814,2375,4063,2026-01-03,0.75,Invigilator
13815,2561,4430,2025-09-08,0.25,Co-Educator
13816,1790,4308,2025-11-23,0.25,Educator
13817,1856,4246,2025-07-16,0.25,Educator
13818,3979,4062,2025-09-17,0.5,Invigilator
13819,2915,4065,2026-04-19,1.0,Co-Educator
13820,1379,4180,2025-08-24,1.0,Invigilator
13821,5766,4010,2025-09-22,0.0,Educator
13822,3938,4057,2025-07-30,0.5,Co-Educator
13823,1888,4037,2025-07-09,0.5,Educator
13824,4710,4395,2025-05-20,0.75,Invigilator
13825,3748,4421,2025-05-17,0.5,Educator
13826,2328,4365,2025-10-06,0.25,Invigilator
13827,2200,4231,2025-11-02,0.25,Invigilator
13828,1014,4205,2025-06-28,1.0,Educator
13829,2396,4233,2025-12-05,0.25,Educator
13830,3658,4415,2025-11-05,0.25,Invigilator
13831,5436,4354,2025-06-19,0.25,Educator
13832,2753,4107,2025-07-19,0.75,Educator
13833,1418,4411,2026-03-11,0.0,Invigilator
13834,2602,4487,2025-06-04,0.25,Invigilator
13835,5132,4377,2025-05-09,0.75,Invigilator
13836,1517,4440,2025-07-20,1.0,Invigilator
13837,2152,4322,2025-09-30,1.0,Co-Educator
13838,1384,4302,2025-06-22,0.25,Invigilator
13839,1522,4198,2026-05-06,0.5,Invigilator
13840,3142,4475,2026-03-02,0.25,Invigilator
13841,5487,4097,2025-05-24,0.25,Invigilator
13842,2115,4392,2026-03-08,0.25,Invigilator
13843,1627,4274,2026-02-09,0.5,Invigilator
13844,1295,4316,2026-04-04,0.25,Invigilator
13845,5776,4198,2025-06-28,1.0,Educator
13846,5338,4481,2026-01-29,0.75,Educator
13847,5574,4450,2025-12-05,0.25,Co-Educator
13848,2265,4347,2025-05-14,0.25,Co-Educator
13849,4712,4017,2026-04-19,0.5,Co-Educator
13850,2904,4093,2025-10-18,0.5,Co-Educator
13851,4372,4184,2026-02-16,0.5,Invigilator
13852,4055,4306,2025-08-04,0.5,Invigilator
13853,5795,4229,2026-03-25,0.5,Co-Educator
13854,5996,4327,2025-06-28,0.5,Educator
13855,5368,4346,2026-04-17,0.25,Co-Educator
13856,4425,4499,2025-06-13,0.0,Invigilator
13857,1591,4434,2026-02-18,0.25,Educator
13858,4855,4227,2025-06-17,0.5,Educator
13859,3323,4148,2026-04-05,1.0,Co-Educator
13860,4200,4333,2025-09-14,0.0,Educator
13861,1231,4345,2026-04-30,1.0,Educator
13862,1741,4254,2025-12-04,0.25,Invigilator
13863,2134,4478,2026-02-15,1.0,Co-Educator
13864,1841,4084,2026-02-16,1.0,Invigilator
13865,4180,4491,2025-08-31,0.25,Invigilator
13866,5470,4079,2025-08-09,0.0,Educator
13867,3254,4229,2025-12-06,1.0,Educator
13868,1474,4199,2025-10-30,0.75,Invigilator
13869,4089,4463,2025-07-27,1.0,Co-Educator
13870,1655,4354,2026-04-17,0.75,Co-Educator
13871,4304,4049,2025-07-24,0.25,Educator
13872,2220,4036,2025-08-08,0.5,Co-Educator
13873,2974,4014,2026-03-19,0.5,Co-Educator
13874,3557,4412,2025-10-05,0.5,Co-Educator
13875,3406,4339,2025-12-27,0.25,Co-Educator
13876,4017,4038,2026-03-08,1.0,Invigilator
13877,4797,4386,2025-08-25,0.25,Educator
13878,4747,4216,2026-01-01,0.5,Educator
13879,1115,4333,2026-02-01,0.5,Invigilator
13880,2931,4040,2026-03-26,0.25,Invigilator
13881,2236,4168,2025-09-26,0.25,Co-Educator
13882,5034,4464,2025-12-15,0.25,Invigilator
13883,2219,4224,2026-05-07,0.75,Co-Educator
13884,4844,4423,2025-09-03,0.5,Educator
13885,4717,4400,2025-11-18,0.75,Co-Educator
13886,3753,4243,2025-09-08,1.0,Invigilator
13887,5174,4007,2025-12-07,0.5,Educator
13888,1046,4147,2025-07-27,1.0,Educator
13889,2487,4423,2025-12-21,1.0,Invigilator
13890,5039,4143,2025-08-25,0.25,Co-Educator
13891,4489,4103,2025-09-29,0.75,Co-Educator
13892,5611,4473,2025-07-30,1.0,Educator
13893,2811,4417,2025-10-14,0.25,Educator
13894,3573,4032,2026-02-05,1.0,Educator
13895,2228,4359,2026-01-30,0.25,Educator
13896,1770,4057,2025-07-10,0.5,Co-Educator
13897,1776,4495,2025-12-15,0.75,Co-Educator
13898,5472,4131,2026-04-08,0.75,Educator
13899,4700,4270,2025-10-15,0.75,Co-Educator
13900,3557,4001,2025-05-14,0.0,Co-Educator
13901,2223,4167,2026-03-20,0.25,Educator
13902,4790,4490,2026-01-03,0.5,Co-Educator
13903,2194,4017,2025-08-18,0.25,Co-Educator
13904,2000,4069,2026-03-18,0.5,Invigilator
13905,3065,4295,2025-08-05,0.5,Invigilator
13906,4684,4495,2025-07-12,1.0,Invigilator
13907,3420,4278,2025-09-21,0.75,Invigilator
13908,1630,4248,2025-06-29,0.75,Co-Educator
13909,1936,4392,2025-12-28,0.75,Invigilator
13910,4414,4245,2026-02-11,0.0,Educator
13911,1811,4087,2026-04-17,0.75,Invigilator
13912,3804,4141,2025-12-20,1.0,Educator
13913,2516,4179,2025-12-25,0.5,Educator
13914,2028,4492,2026-03-16,0.5,Educator
13915,1943,4445,2025-12-30,0.25,Co-Educator
13916,5777,4440,2025-07-06,1.0,Educator
13917,1922,4266,2025-06-19,0.5,Co-Educator
13918,5094,4385,2026-05-06,1.0,Invigilator
13919,2126,4226,2026-01-07,0.75,Invigilator
13920,3172,4220,2025-06-11,0.25,Invigilator
13921,1583,4241,2026-05-05,0.25,Invigilator
13922,3086,4473,2026-02-18,0.75,Invigilator
13923,4823,4469,2026-03-06,0.5,Invigilator
13924,2356,4328,2025-07-03,0.5,Educator
13925,1537,4341,2025-07-30,0.75,Invigilator
13926,4202,4180,2025-08-14,0.25,Co-Educator
13927,3416,4162,2026-04-02,0.25,Educator
13928,2325,4338,2026-04-09,0.5,Invigilator
13929,1085,4023,2025-10-09,0.75,Invigilator
13930,5976,4460,2025-12-03,1.0,Co-Educator
13931,3175,4145,2025-08-03,0.75,Educator
13932,5397,4450,2025-11-09,1.0,Invigilator
13933,1895,4143,2026-01-09,1.0,Educator
13934,1544,4308,2026-01-02,0.25,Educator
13935,1673,4222,2025-06-03,0.25,Invigilator
13936,1969,4265,2025-07-08,0.75,Co-Educator
13937,5648,4314,2026-04-10,1.0,Educator
13938,1171,4170,2026-05-06,1.0,Co-Educator
13939,3737,4168,2025-07-18,0.25,Invigilator
13940,4377,4282,2026-04-08,0.25,Educator
13941,4576,4102,2025-11-20,0.75,Co-Educator
13942,5234,4355,2025-06-08,0.25,Invigilator
13943,4440,4364,2025-12-21,0.75,Invigilator
13944,4434,4352,2026-03-24,1.0,Invigilator
13945,5508,4268,2025-11-06,0.75,Invigilator
13946,5991,4361,2025-05-25,1.0,Educator
13947,3212,4261,2025-08-20,0.25,Educator
13948,3334,4012,2025-06-16,1.0,Invigilator
13949,4607,4099,2025-07-07,1.0,Invigilator
13950,1533,4069,2025-12-21,1.0,Co-Educator
13951,1713,4107,2025-12-11,0.5,Invigilator
13952,3187,4346,2025-06-11,0.5,Educator
13953,4635,4305,2025-08-08,0.5,Co-Educator
13954,1720,4118,2025-10-15,0.5,Co-Educator
13955,1089,4418,2025-09-05,0.75,Co-Educator
13956,1548,4222,2025-10-05,0.25,Invigilator
13957,1942,4122,2025-09-19,0.25,Invigilator
13958,1645,4393,2025-11-15,0.5,Invigilator
13959,5100,4291,2025-09-16,0.25,Co-Educator
13960,4383,4485,2025-09-15,1.0,Invigilator
13961,2158,4219,2025-12-08,0.25,Co-Educator
13962,5633,4032,2025-05-08,1.0,Co-Educator
13963,5558,4202,2026-04-19,0.25,Educator
13964,4419,4121,2025-06-13,0.25,Invigilator
13965,5812,4058,2026-02-11,1.0,Invigilator
13966,2761,4028,2026-04-17,0.25,Co-Educator
13967,2902,4068,2026-03-06,0.5,Invigilator
13968,5362,4050,2026-04-23,0.75,Invigilator
13969,5050,4500,2025-10-18,0.5,Invigilator
13970,4730,4061,2025-12-27,0.25,Co-Educator
13971,1493,4464,2026-03-25,0.5,Invigilator
13972,1556,4357,2025-08-15,0.75,Educator
13973,1960,4339,2026-03-01,0.75,Invigilator
13974,2665,4358,2025-09-13,0.25,Educator
13975,2765,4306,2026-01-12,1.0,Educator
13976,5359,4440,2025-11-26,1.0,Educator
13977,5092,4016,2026-03-01,0.5,Co-Educator
13978,3242,4338,2025-07-30,0.5,Invigilator
13979,2373,4018,2025-09-06,0.75,Co-Educator
13980,1294,4061,2025-11-20,0.5,Invigilator
13981,3795,4383,2025-09-05,0.5,Educator
13982,4674,4308,2026-03-25,0.75,Educator
13983,4677,4179,2025-11-13,1.0,Invigilator
13984,1593,4121,2026-03-08,0.75,Educator
13985,5564,4348,2025-12-09,0.25,Educator
13986,4137,4471,2026-03-02,0.25,Co-Educator
13987,4599,4232,2026-05-07,0.25,Educator
13988,3052,4089,2026-01-13,0.75,Educator
13989,1354,4136,2026-01-18,0.75,Invigilator
13990,5948,4099,2025-08-18,0.25,Invigilator
13991,4899,4089,2025-06-13,0.5,Co-Educator
13992,3010,4016,2025-06-11,0.5,Co-Educator
13993,1683,4360,2026-02-06,0.5,Co-Educator
13994,5401,4420,2025-05-30,0.25,Co-Educator
13995,2163,4047,2025-10-09,1.0,Educator
13996,2738,4289,2025-09-16,0.75,Co-Educator
13997,3264,4134,2025-12-21,0.75,Educator
13998,5107,4127,2025-12-23,0.75,Co-Educator
13999,3211,4166,2025-08-23,1.0,Co-Educator
14000,1397,4236,2025-05-19,0.5,Co-Educator
14001,5598,4481,2025-11-03,0.75,Invigilator
14002,2995,4302,2026-01-02,0.0,Educator
14003,5470,4269,2026-03-16,0.25,Invigilator
14004,4104,4217,2025-06-19,0.25,Educator
14005,1625,4389,2025-12-14,1.0,Educator
14006,4880,4132,2025-10-22,0.5,Educator
14007,1877,4238,2025-10-26,0.25,Invigilator
14008,2625,4366,2025-11-08,1.0,Educator
14009,3796,4177,2025-06-29,0.75,Co-Educator
14010,4292,4236,2026-02-20,0.5,Co-Educator
14011,5903,4318,2025-10-02,0.25,Co-Educator
14012,2840,4075,2025-12-14,0.25,Co-Educator
14013,5088,4007,2025-12-15,0.5,Educator
14014,4816,4269,2026-04-06,0.75,Educator
14015,3401,4261,2025-07-16,0.75,Invigilator
14016,2341,4453,2025-12-25,0.5,Invigilator
14017,3585,4303,2025-09-28,1.0,Co-Educator
14018,1967,4263,2026-01-25,1.0,Co-Educator
